url,headline,date,author,category,file
https://www.pasadenastarnews.com/2020/01/22/pasadena-senior-catches-thieves-in-act,Pasadena senior catches thieves in act,2020-01-22,Ruby Gonzales,NewsCrime and Public Safety,2020-01-22-31eb2.txt
https://www.pasadenastarnews.com/2020/01/12/explaining-pasadenas-misadventures-with-cannabis,Explaining Pasadena’s misadventures with cannabis,2020-01-12,Bradley Bermont,Local News,2020-01-12-310b0.txt
https://www.pasadenastarnews.com/2019/10/04/car-plows-into-pasadena-home-resident-injured,"Car plows into Pasadena home, resident injured",2019-10-04,Ruby Gonzales,NewsCrime and Public Safety,2019-10-04-17b86.txt
https://www.pasadenastarnews.com/2019/12/13/parents-of-6-year-old-who-drowned-at-altadena-summer-camp-file-lawsuit,Parents of 6-year-old who drowned at Altadena summer camp file lawsuit,2019-12-13,Bradley Bermont,Local News,2019-12-13-3a513.txt
https://www.pasadenastarnews.com/2020/01/20/1-injured-in-pasadena-shooting,1 injured in Pasadena shooting,2020-01-20,Ruby Gonzales,NewsCrime and Public Safety,2020-01-20-166e2.txt
https://www.pasadenastarnews.com/2020/02/08/2020-pasadena-voter-guide-meet-the-city-council-candidates,2020 Pasadena voter guide: Meet the City Council candidatesIt’s a crowded field. We’ll help you make sense of it.,2020-02-08,Bradley Bermont,News,2020-02-08-854ec.txt
https://www.pasadenastarnews.com/2020/09/01/theodore-pletsch-designed-hollywood-regency-seeks-9-million,Theodore Pletsch-designed Hollywood Regency seeks $9 million,2020-09-01,Sandra Barrera,NewsHousing,2020-09-01-e1558.txt
https://www.pasadenastarnews.com/2020/04/17/henninger-flats-burglary-suspects-caught-in-altadena,Henninger Flats burglary suspects caught in Altadena,2020-04-17,Ruby Gonzales,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-17-6ec96.txt
https://www.pasadenastarnews.com/2019/12/23/do-lone-cats-get-lonely-and-other-mysteries-of-kitten-dom,"Do lone cats get lonely? … and other mysteries of kitten-domAccording to cat behavior experts, domestic cats just aren’t into labels. Some are social, while others prefer a more solitary existence. Just like people.",2019-12-23,Jack Hagerman,Local News,2019-12-23-0564a.txt
https://www.pasadenastarnews.com/2019/10/03/pasadena-home-designed-by-wrigley-mansion-architect-lists-for-4-million,Pasadena home designed by Wrigley Mansion architect lists for $4 million,2019-10-03,Sandra Barrera,NewsHousing,2019-10-03-b54c9.txt
https://www.pasadenastarnews.com/2020/02/05/lakers-kyle-kuzma-is-making-an-on-court-case-not-to-be-traded-2,"Lakers’ Kyle Kuzma is making an on-court case not to be tradedWith the NBA trade deadline on Thursday, the third-year forward's recent play has caught the attention of his teammates",2020-02-05,Kyle Goon,SportsNBALakers,2020-02-05-b23e8.txt
https://www.pasadenastarnews.com/2020/08/30/south-pasadena-angel-versary-march-recalls-2018-death-of-actress-vanessa-marquez,"South Pasadena ‘Angel-versary’ march recalls 2018 death of actress Vanessa MarquezThe actress, best known for her role on NBC's long-running ""ER"" series, was fatally shot by police during a wellness check. An investigation cleared officers of wrongdoing in the case. ",2020-08-30,News service reports,News,2020-08-30-9b7e1.txt
https://www.pasadenastarnews.com/2020/06/24/feverish-employee-prompts-pasadena-police-chief-fire-chief-and-others-to-isolate,"Feverish employee prompts Pasadena police chief, fire chief and others to isolate",2020-06-24,Ruby Gonzales,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-24-15ad7.txt
https://www.pasadenastarnews.com/2020/02/28/shooting-drill-at-san-marino-high-canceled-after-aclu-raises-concerns,Shooting drill at San Marino High canceled after ACLU raises concerns,2020-02-28,Ruby Gonzales,NewsCrime and Public Safety,2020-02-28-729d6.txt
https://www.pasadenastarnews.com/2019/10/03/annual-rv-show-brings-new-tech-for-all-ages-to-new-fontana-host-site-6,"Annual RV show brings new tech for all ages to new Fontana host siteCalifornia RV Show, a consumer staple, had been at Pomona fairgroundsfairgrounds",2019-10-03,Jack Katzanek,Business,2019-10-03-77436.txt
https://www.pasadenastarnews.com/2019/12/12/man-sentenced-to-17-years-in-prison-for-motorcyclists-death,Man sentenced to 17 years in prison for motorcyclist’s death,2019-12-12,City News Service,NewsCrime and Public Safety,2019-12-12-d6c85.txt
https://www.pe.com/2020/01/11/2-trapped-in-10-freeway-crash-near-chiriaco-summit,2 trapped in 10 Freeway crash near Chiriaco Summit,2020-01-11,City News Service,NewsCrime and Public Safety,2020-01-11-11ab0.txt
https://www.pe.com/2019/11/28/title-chance-a-long-time-coming-for-temecula-valley-bert-esposito,"CIF title chance a long time coming for Temecula Valley football, Bert EspositoBears play Cypress in Division 7 championship Friday night",2019-11-28,Landon Negri,SportsHigh School Sports,2019-11-28-93560.txt
https://www.pe.com/2020/05/04/riverside-pd-asking-for-publics-help-identifying-suspects-of-credit-card-fraud,Riverside PD asking for public’s help identifying suspects of credit card fraud,2020-05-04,Robert Gundran,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-04-60add.txt
https://www.pe.com/2020/04/30/riverside-county-housings-last-hurrah-prices-rising-5-2-just-as-virus-hits,"Riverside County housing’s last hurrah? Prices rising 5.2% just as virus hits3,640 homes sold in March — up 8.5% in a year.",2020-04-30,Jonathan Lansner,"NewsHousingExplainerExplainer Provides context, definition and detail on a specific topic.",2020-04-30-8e459.txt
https://www.pe.com/2019/11/04/murrieta-rod-run-raises-about-60000-for-oak-grove-center,"Murrieta Rod Run raises about $60,000 for Oak Grove Center",2019-11-04,Staff report,Local News,2019-11-04-1bfb3.txt
https://www.pe.com/2019/10/10/cat-adoption-fees-lowered-during-socks-for-sox-campaign-at-riverside-county-shelters,Cat adoption fees lowered during Socks for Sox campaign at Riverside County shelters,2019-10-10,Staff report,Local News,2019-10-10-f90b4.txt
https://www.pe.com/2020/06/11/kiwanis-club-of-temecula-valley-awards-six-scholarships,Kiwanis Club of Temecula Valley awards six scholarships,2020-06-11,Staff report,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-11-fc1dd.txt
https://www.pe.com/2020/09/20/best-of-inland-empire-2020-best-law-firm-lawyer,"Best of Inland Empire 2020: Best Law Firm, Lawyer",2020-09-20,Staff report,Things To DoSponsoredSponsored Produced on behalf of an organization or individual that has paid the news provider for production and/or approved publication.,
2020-09-20-0214f.txt,,,,,
https://www.pe.com/2020/09/28/heres-what-sabrina-cervantes-chris-raahauge-say-on-two-issues-in-60th-assembly-district,"Here’s what Sabrina Cervantes, Chris Raahauge say on two issues in 60th Assembly District",2020-09-28,Jeff Horseman,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-09-28-3d89a.txt
https://www.pe.com/2019/10/21/riverside-county-girls-athlete-of-the-week-shadyn-skinner-hemet,"Riverside County Girls Athlete of the Week: Shadyn Skinner, Hemet",2019-10-21,Eric-Paul Johnson,SportsHigh School Sports,2019-10-21-03c1f.txt
https://www.pe.com/2020/07/10/menifee-lake-elsinore-city-halls-to-close-again-due-to-coronavirus-surge,"Menifee, Lake Elsinore city halls to close again due to coronavirus surge",2020-07-10,David Downey,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-10-e3fea.txt
https://www.pe.com/2020/04/15/riverside-county-coronavirus-projections-improving-fewer-cases-deaths-predicted,"Riverside County coronavirus projections improving; fewer cases, deaths predicted",2020-04-15,Jeff Horseman,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-15-dec79.txt
https://www.pe.com/2020/05/29/riverside-county-allows-short-term-rentals-again,Riverside County allows short-term rentals again,2020-05-29,Ryan Hagen,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-29-d1928.txt
https://www.pe.com/2019/12/20/1400-donation-goes-to-assistance-league-of-hemacinto-from-san-jacinto-teachers-association,"$1,400 donation goes to Assistance League of Hemacinto from San Jacinto Teachers’ Association",2019-12-20,Staff report,Local News,2019-12-20-45f4d.txt
https://www.pe.com/2019/10/30/murrieta-valley-girls-volleyball-team-stuns-santa-margarita-in-quarterfinals,Murrieta Valley girls volleyball team stuns Santa Margarita in quarterfinals,2019-10-30,Eric-Paul Johnson,SportsHigh School Sports,2019-10-30-7ce6a.txt
https://www.pe.com/2020/05/12/why-riverside-county-headquarters-is-lit-green-this-month,Why Riverside County headquarters is lit green this month,2020-05-12,Jeff Horseman,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-12-368ed.txt
https://www.pe.com/2020/01/09/new-riverside-county-midday-weekend-buses-to-start-rolling,"New Riverside County midday, weekend buses to start rolling",2020-01-09,David Downey,Local News,2020-01-09-af800.txt
https://www.pe.com/2020/05/05/riverside-city-council-considers-rent-freeze-1-8m-for-small-businesses-amid-coronavirus-crisis,"Riverside City Council offers $1.8M in small business loans, rejects rent freeze amid coronavirus crisis",2020-05-05,Ryan Hagen,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-05-f6af9.txt
https://www.pe.com/2020/02/28/riverside-church-showing-replica-of-tabernacle-of-moses,Riverside church showing replica of Tabernacle of Moses,2020-02-28,David Downey,Local News,2020-02-28-59198.txt
https://www.pe.com/2020/03/21/telling-tale-of-his-pioneering-grandfather-shows-perils-of-oral-family-history,"Telling tale of his pioneering grandfather shows perils of oral family historyHe knew Granddad Cortés went to Stanford, but didn't realize he wasn't just any student",2020-03-21,Carlos Cortés,Local News,2020-03-21-4def6.txt
https://www.pe.com/2019/10/19/fire-devastates-highgrove-restaurant,Fire devastates Highgrove restaurant,2019-10-19,Brian Rokos,NewsCrime and Public Safety,2019-10-19-4d1f1.txt
https://www.pe.com/2019/10/08/just-a-few-more-days-left-to-experience-the-original-salted-pig-it-closes-sunday-oct-13,"Just a few more days left to experience the original Salted Pig; it closes Sunday, Oct. 13",2019-10-08,Fielding Buck,Things To DoRestaurants Food and Drink,2019-10-08-87e47.txt
https://www.pe.com/2019/11/06/riversides-parkview-hospital-opens-new-bigger-emergency-department,"Riverside’s Parkview hospital opens new, bigger emergency department",2019-11-06,Ryan Hagen,Local News,2019-11-06-c4350.txt
https://www.pe.com/2020/06/16/corona-norco-students-will-return-to-campuses-in-august,Corona-Norco students will return to campuses in August,2020-06-16,David Downey,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-16-b5b79.txt
https://www.pe.com/2020/07/30/107th-birthday-celebration-for-founding-member-of-perris-church,107th birthday celebration for founding member of Perris church,2020-07-30,Staff report,Local News,2020-07-30-04a94.txt
https://www.pe.com/2020/09/26/mt-san-jacinto-college-will-teach-most-spring-courses-online,Mt. San Jacinto College will teach most spring courses online,2020-09-26,Eric-Paul Johnson,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-09-26-74cb5.txt
https://www.pe.com/2020/05/18/riverside-county-courts-resuming-family-law-services-after-coronavirus-related-near-closure,Riverside County courts resuming family law services after coronavirus-related near-closure,2020-05-18,Richard K. De Atley,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-18-c9539.txt
https://www.pe.com/2020/01/04/riverside-polys-garret-griggs-is-the-press-enterprises-boys-water-polo-player-of-the-year,Riverside Poly’s Garret Griggs is The Press-Enterprise’s boys water polo player of the year,2020-01-04,Eric-Paul Johnson,SportsHigh School Sports,2020-01-04-aea34.txt
https://www.pe.com/2020/06/18/riverside-countys-top-20-academic-scholars-named,Riverside County’s top 20 academic scholars namedThey are among 145 honored with Student Academic Awards from the Riverside County Office of Education,2020-06-18,Staff report,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-18-1f6d0.txt
https://www.pe.com/2020/03/23/murrieta-valley-schools-handout-1302-laptops-devices-to-needy-students,Murrieta Valley schools hand out devices while coronavirus closure is in effect,2020-03-23,David Downey,Local News,2020-03-23-348f4.txt
https://www.pe.com/2019/10/17/former-moreno-valley-mayor-bonnie-flickinger-dies-at-78,"Former Moreno Valley Mayor Bonnie Flickinger dies at 78When Flickinger became mayor in 1993, the city became the largest in the U.S. to have a Libertarian as mayor",2019-10-17,Beau Yarbrough,Local News,2019-10-17-9f3d5.txt
https://www.pe.com/2020/09/20/best-of-inland-empire-2020-best-sandwich-shop,Best of Inland Empire 2020: Best Sandwich Shop,2020-09-20,Staff report,Things To DoSponsoredSponsored Produced on behalf of an organization or individual that has paid the news provider for production and/or approved publication.,
2020-09-20-69b9d.txt,,,,,
https://www.pe.com/2020/03/19/scholarships-offered-by-riverside-medical-clinic-charitable-foundation,Scholarships offered by Riverside Medical Clinic Charitable Foundation,2020-03-19,Staff report,Local News,2020-03-19-bd131.txt
https://www.pe.com/2020/07/30/riverside-county-reports-470-new-coronavirus-cases-6-more-deaths,Riverside County reports 470 new coronavirus cases; 6 more deaths,2020-07-30,Jeff Horseman,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-30-80abf.txt
https://www.pe.com/2019/11/05/steve-hemenway-leading-william-pearce-in-early-riverside-city-council-ward-7-results,Steve Hemenway leading William Pearce as Riverside City Council election night counting ends,2019-11-05,Ryan Hagen,Local News,2019-11-05-468ed.txt
https://www.pe.com/2020/09/25/murrietas-vineyard-place-residents-get-haircuts-after-half-a-year,Murrieta’s Vineyard Place residents get haircuts after half a year,2020-09-25,Staff report,Local News,2020-09-25-234bc.txt
https://www.pe.com/2020/02/21/inland-girl-scouts-learn-skills-take-trips-thanks-to-selling-cookies,"Inland Girl Scouts learn skills, take trips — thanks to selling cookiesIn addition to boosting business and public speaking, local girls have trekked to Paris and Hawaii",2020-02-21,Diane A. Rhodes,Local News,2020-02-21-a4932.txt
https://www.pe.com/2020/02/12/temecula-graduate-completes-basic-training-2,Temecula graduate completes basic training,2020-02-12,Staff report,Local News,2020-02-12-bd9d6.txt
https://www.pe.com/2020/03/27/despite-coronavirus-riverside-firefighters-police-brighten-boys-birthday,"Despite coronavirus, Riverside firefighters, police brighten boy’s birthdayBrowen Bell, 9, smiled as fire engines and police cars — sirens wailing — showed up to sing 'Happy Birthday'",2020-03-27,Misty Severi,Local News,2020-03-27-0e763.txt
https://www.pe.com/2020/05/22/murrieta-cancels-fireworks-birthday-bash-due-to-coronavirus,"Murrieta cancels fireworks, birthday bash due to coronavirus",2020-05-22,David Downey,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-22-f46f4.txt
https://www.pe.com/2020/03/12/here-are-recipients-of-rotary-club-of-murrietas-vocational-service-awards,Here are recipients of Rotary Club of Murrieta’s vocational service awards,2020-03-12,Staff report,Local News,2020-03-12-e71df.txt
https://www.pe.com/2020/04/20/riversides-new-council-puts-posturing-over-substance,Riverside’s new council puts posturing over substance,2020-04-20,Roger Ruvolo,OpinionOpinion ColumnistOpinion Columnist Represents the opinion of the author who is either a paid columnist or an unpaid guest columnist.,
2020-04-20-3f00e.txt,,,,,
https://www.pe.com/2019/12/12/carl-love-murrieta-historians-new-book-offers-74-stories-about-local-history,Carl Love: Murrieta historian’s new book offers 74 stories about local history,2019-12-12,Carl Love,Local News,2019-12-12-e96c2.txt
https://www.pe.com/2020/02/24/rep-ken-calvert-faces-two-democrats-in-march-3-primary,Rep. Ken Calvert faces two Democrats in 42nd Congressional District on March 3,2020-02-24,Jeff Horseman,NewsPolitics,2020-02-24-31925.txt
https://www.pe.com/2020/09/25/riverside-spends-about-885000-in-losing-fight-over-mayors-veto-power,"Riverside spends about $885,000 in losing fight over mayor’s veto power",2020-09-25,David Downey,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-09-25-aad43.txt
https://www.pe.com/2020/08/03/riverside-county-officials-say-slowdown-in-coronavirus-case-growth-is-misleading,Riverside County officials say slowdown in coronavirus case growth is misleading,2020-08-03,Jeff Horseman,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-08-03-bef91.txt
https://www.pe.com/2020/04/11/grove-church-in-riverside-celebrates-easter-online-to-avoid-coronavirus,Grove church in Riverside celebrates Easter online to avoid coronavirus,2020-04-11,Ryan Hagen,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-11-0c130.txt
https://www.pe.com/2019/11/05/watch-planes-and-sip-beer-when-these-events-come-to-the-french-valley-airport-this-weekend,Watch planes and sip beer when these events come to the French Valley Airport this weekend,2019-11-05,Alex Groves,Things To Do,2019-11-05-be7fc.txt
https://www.pe.com/2019/10/10/morongo-rodeo-entertains-crowd-for-seventh-year,Morongo rodeo entertains crowd for seventh year,2019-10-10,Staff report,Local News,2019-10-10-2b6d2.txt
https://www.pe.com/2019/11/16/new-aldi-market-in-riverside-reopens-after-carbon-dioxide-leak-is-detected,New Aldi market in Riverside reopens after carbon dioxide leak is detected,2019-11-16,Brian Rokos,NewsCrime and Public Safety,2019-11-16-f559b.txt
https://www.pe.com/2020/04/13/food-giveaway-in-banning-helps-those-who-lost-jobs-during-coronavirus-crisis,Food giveaway in Banning helps those who lost jobs during coronavirus crisis,2020-04-13,Terry Pierson,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-13-fbef0.txt
https://www.pe.com/2020/07/01/someone-had-to-do-it-volunteers-repaint-mount-rubidoux-cross-after-vandalism,‘Someone had to do it’: Volunteers repaint Mount Rubidoux cross after vandalism,2020-07-01,Ryan Hagen,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-01-f4cc2.txt
https://www.pe.com/2020/06/13/bicyclist-dies-in-hit-and-run-collision-in-corona-police-say,"Bicyclist dies in hit-and-run collision in Corona, police say",2020-06-13,Brian Rokos,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-13-9fe8f.txt
https://www.pe.com/2019/11/22/young-idyllwild-helps-the-community-when-it-counts,Young Idyllwild helps the community when it counts,2019-11-22,Rebecca K. O'Connor,Local News,2019-11-22-f34e0.txt
https://www.pe.com/2020/04/17/hemet-area-residents-helped-make-award-winning-movie,"Hemet-area residents helped make award-winning movieThey worked mostly behind the scenes on 'Turnover,' handling set design, hair styles and wardrobes",2020-04-17,Diane A. Rhodes,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-17-3a4da.txt
https://www.pe.com/2020/09/01/riverside-county-confirms-rare-coronavirus-related-syndrome-in-child,Riverside County confirms rare coronavirus-related syndrome in child,2020-09-01,Jeff Horseman,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-09-01-8de53.txt
https://www.pe.com/2020/06/15/riverside-county-reports-795-more-coronavirus-cases-1-new-death,"Riverside County reports 795 more coronavirus cases, 1 new death",2020-06-15,David Downey,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-15-e89ee.txt
https://www.pe.com/2020/07/09/hemet-native-serves-with-camp-pendleton-fire-department,Hemet native serves with Camp Pendleton Fire Department,2020-07-09,Staff report,Local News,2020-07-09-0d4dd.txt
https://www.pe.com/2019/10/23/riverside-doesnt-ok-5-year-contract-extension-with-tow-companies-that-ex-police-chief-called-corrupt,Riverside doesn’t OK 5-year contract extension with tow companies that ex-police chief called ‘corrupt’,2019-10-23,Ryan Hagen,Local News,2019-10-23-0203f.txt
https://www.pe.com/2020/07/03/dog-placed-in-isolation-after-discovered-in-jurupa-valley-home-of-possible-covid-19-victim-died,Dog placed in isolation after discovered in Jurupa Valley home of possible COVID-19 victim who died,2020-07-03,Scott Schwebke,"NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-03-4b49e.txt
https://www.pe.com/2019/10/30/riverside-man-completes-boot-camp-training-2,Riverside man completes boot camp training,2019-10-30,Staff report,Local News,2019-10-30-6ca23.txt
https://www.pe.com/2020/09/10/man-rescued-from-100-foot-deep-well-in-lake-elsinore,Man rescued from 100-foot-deep well in Lake Elsinore,2020-09-10,Brian Rokos,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-09-10-b02ec.txt
https://www.pe.com/2020/05/21/here-are-the-final-two-weeks-winners-in-riverside-countys-art-connects-student-art-contest,Here are the final two weeks’ winners in Riverside County’s Art Connects student art contest,2020-05-21,Staff report,Local News,2020-05-21-8640b.txt
https://www.pe.com/2019/11/29/hemet-pantry-getting-into-swing-of-new-fundraiser-weekly-golfing,"Hemet pantry getting into swing of new fundraiser  — weekly golfingRather than hosting annual golf tournaments, groups like the Valley Community Pantry are turning to more frequent games",2019-11-29,Diane A. Rhodes,Local News,2019-11-29-171e7.txt
https://www.pe.com/2020/07/31/work-to-start-on-new-215-freeway-interchange-in-perris-in-september,Work to start on new 215 Freeway interchange in Perris in September,2020-07-31,David Downey,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-31-d886d.txt
https://www.pe.com/2020/01/21/can-more-rail-cut-inland-truck-traffic-riverside-county-thinks-so,Can more rail cut Inland truck traffic? Riverside County thinks so,2020-01-21,Jeff Horseman,Local News,2020-01-21-e50b8.txt
https://www.pe.com/2019/11/21/200000-neighborhood-builders-grants-go-to-habitat-for-humanity-riverside-and-onefuture-coachella-valley,"$200,000 Neighborhood Builders grants go to Habitat for Humanity Riverside and OneFuture Coachella Valley",2019-11-21,Staff report,Local News,2019-11-21-5a65c.txt
https://www.pe.com/2020/01/10/trial-of-2-men-accused-of-2012-killing-of-riverside-teen-delayed-again,Trial of 2 men accused of 2012 killing of Riverside teen delayed again,2020-01-10,Brian Rokos,NewsCrime and Public Safety,2020-01-10-c21f4.txt
https://www.pe.com/2020/02/21/2-seriously-injured-in-crash-on-15-freeway-in-lake-elsinore,2 seriously injured in crash on 15 Freeway in Lake Elsinore,2020-02-21,Brian Rokos,NewsCrime and Public Safety,2020-02-21-8ddc3.txt
https://www.pe.com/2020/01/08/riverside-food-lab-is-bringing-in-a-nashville-hot-chicken-pop-up,Riverside Food Lab is bringing in a Nashville hot chicken pop-up,2020-01-08,Fielding Buck,Things To DoRestaurants Food and Drink,2020-01-08-27ab8.txt
https://www.pe.com/2020/07/09/riverside-sport-hall-of-fame-to-move-its-induction-banquet-again,"Riverside Sport Hall of Fame to move its induction banquet againOriginally shifted to this November, it will now take place May 17, 2021 at the Riverside Convention Center",2020-07-09,Jim Alexander,"SportsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-09-cdfd7.txt
https://www.pe.com/2019/12/17/riverside-residents-leaders-discuss-possible-emergency-solutions-to-homelessness,"Riverside leaders vote to buy sheds for homeless, add beds to shelter",2019-12-17,Ryan Hagen,Local News,2019-12-17-5c208.txt
https://www.pe.com/2020/08/02/riverside-county-small-businesses-get-28-5-million-in-coronavirus-relief-aid,Riverside County small businesses get $28.5 million in coronavirus relief aid,2020-08-02,Jeff Horseman,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-08-02-e6450.txt
https://www.pe.com/2020/09/20/best-of-inland-empire-2020-best-spa-cryotherapy,"Best of Inland Empire 2020: Best Spa, Cryotherapy",2020-09-20,Staff report,Things To DoSponsoredSponsored Produced on behalf of an organization or individual that has paid the news provider for production and/or approved publication.,
2020-09-20-128c2.txt,,,,,
https://www.pe.com/2019/10/11/vista-murrieta-football-shuts-down-chaparral-running-game-rolls-to-win,"Vista Murrieta football shuts down Chaparral running game, rolls to win",2019-10-11,Eric-Paul Johnson,SportsHigh School Sports,2019-10-11-0d11a.txt
https://www.pe.com/2020/03/03/fred-dominguez-lake-elsinore-barber-and-councilman-dies,"Fred Dominguez, Lake Elsinore barber and councilman, dies",2020-03-03,David Downey,Local News,2020-03-03-6dbdc.txt
https://www.pe.com/2019/12/16/riverside-county-girls-athlete-of-the-week-thaiz-hernandez-san-jacinto,"Riverside County Girls Athlete of the Week: Thaiz Hernandez, San Jacinto",2019-12-16,Eric-Paul Johnson,SportsHigh School Sports,2019-12-16-79fa7.txt
https://www.pe.com/2019/11/27/san-jacinto-valley-group-offers-medical-equipment-to-those-who-need-it,San Jacinto Valley group offers medical equipment to those who need itHelping Other People Overcome is seeking donations to establish a headquarters in San Jacinto,2019-11-27,Diane A. Rhodes,Local News,2019-11-27-e797b.txt
https://www.pe.com/2019/12/20/eastvale-man-arrested-on-suspicion-of-selling-counterfeit-items-out-of-his-vehicle,Eastvale man arrested on suspicion of selling counterfeit items out of his vehicle,2019-12-20,Robert Gundran,NewsCrime and Public Safety,2019-12-20-8b422.txt
https://www.pe.com/2020/07/16/flames-consume-former-tremors-sports-bar-in-riverside,Flames consume former Tremors sports bar in Riverside,2020-07-16,Brian Rokos,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-16-ed1ce.txt
https://www.pe.com/2019/10/14/status-update-inland-leaders-tapped-to-help-state-treasures-housing-initiative-3,Status Update: Inland leaders tapped to help state treasurer’s housing initiativeInland participants make up four of 12 committee members statewide.,2019-10-14,Jack Katzanek,Business,2019-10-14-99635.txt
https://www.pe.com/2020/03/12/coronavirus-101-information-on-riverside-county,Coronavirus 101: Information on Riverside County,2020-03-12,Andre Mouchard,"NewsExplainerExplainer Provides context, definition and detail on a specific topic.",2020-03-12-de63f.txt
https://www.pe.com/2020/05/15/riverside-county-coronavirus-cases-rise-to-5618-deaths-now-at-242,"Riverside County coronavirus cases rise to 5,618; deaths now at 242",2020-05-15,Jeff Horseman,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-15-b2ea7.txt
https://www.pe.com/2019/10/18/notre-dame-football-beats-temescal-canyon-with-punishing-ground-game,Notre Dame football beats Temescal Canyon with punishing ground game,2019-10-18,Brian Haas,SportsHigh School Sports,2019-10-18-38206.txt
https://www.pe.com/2020/03/16/riverside-decision-on-homeless-housing-postponed-over-coronavirus-risk,Riverside decision on homeless housing postponed over coronavirus risk,2020-03-16,Ryan Hagen,Local News,2020-03-16-49233.txt
https://www.pe.com/2019/11/07/veterans-day-2019-parades-ceremonies-set-across-riverside-county,"Veterans Day 2019 parades, ceremonies set across Riverside CountyEvents from Temecula to Moreno Valley will include speeches, flyovers, and music",2019-11-07,Staff report,Local News,2019-11-07-94fca.txt
https://www.pe.com/2020/08/26/riverside-county-creates-temporary-job-training-placement-program,"Riverside County creates temporary job training, placement program",2020-08-26,City News Service,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-08-26-8b3f8.txt
https://www.pe.com/2019/11/07/coronas-st-john-the-baptist-episcopal-church-to-hold-institution-service-for-new-rector,Corona’s St. John the Baptist Episcopal Church to hold institution service for new rector,2019-11-07,Staff report,Local News,2019-11-07-4b73e.txt
https://www.pe.com/2020/02/19/ex-riverside-poly-high-student-returns-with-important-message,"Ex-Riverside Poly High student returns to discuss eating disordersMacKenzie Feeken, now 23, keeps going back to speak to psychology classes after 'empowering' experience",2020-02-19,Melanie C. Johnson,Local News,2020-02-19-b4943.txt
